Categoria,Texto,id_cats
Secretaria Geral da Presidência da República,"Direitos para a juventude . Os jovens  tem quê ter seus direitos usados nós jovem temos direitos emitidos por lei, como pagar meia passagem,meia entrada ao cinema, como varios outros isso não é colocado em prática,tem quê  ter mais olhar para a juventude  ta sendo esquecida",20
Secretaria Geral da Presidência da República," Apoio à construção de políticas transversais de investimento e acesso à informação para o 3° Setor. Construção de ações transversalizadas de planejamento e implantação de modalidades específicas de investimento nos principais programas e políticas públicas, atrelada à criação de um canal de comunicação direta com a administração pública federal e demais órgãos.
Objetivos: 
Garantir a transversalidade na construção de ações, investimentos e elaboração de políticas públicas em parceria com o 3° Setor; Controle social com acesso à informação e diálogo constante com os órgão governamentais.",20
Relações Exteriores,Criação de bolsas de aperfeiçoamento profissional - não acadêmicas - para cidadãos de países em desenvolvimento em Universidades e Institutos Federais. A criação de bolsas não acadêmicas de aperfeiçoamento profissional para cidadãos de países em desenvolvimento poderá fortalecer os vínculos sul-sul e contribuir para o desenvolvimento global.,31
Secretaria Geral da Presidência da República,"Juventude para todos.. Cobramos a presença do (JiB) Jovens Independentes pelo Brasil, demais Movimentos Cívico-Políticos e 
ONG's sem ligação com a UNE nos Conselhos de Juventude,
em busca do diálogo amplo.
uma vez que a UNE não representa a totalidade dos jovens brasileiros.

1) Programa Estação da Juventude em território nacional.
2) Conscientização com ênfase cívica para jovens 
3) Conferência Nacional da Juventude
5) Criação da Ouvidoria 
6) Fomento de programas esportivos no âmbito das Associações de Moradores,",20
Pesca e Aquicultura,"Criar programa nacional de desenvolvimento no litoral brasileiro,de cooperativas de pescados,com a finalidade de utilizar a mão de trabalho local.. Criar cooperativas de pescados em todo litoral brasileiro,dando prioridade aos desempregados dos municípios,com infraestrutura da união,estado e município,capacitando os trabalhadores,com acompanhamento do caged para que a mão de obra seja de 75/80% dos moradores e criando sistemas de distribuição em redes sociais de mercados e supermercado e grandes redes,para que o desemprego seja diminuído nas cidades litorâneas e que os municípios litorâneos não sejas somente de veraneio.",12
Secretaria Geral da Presidência da República,"Programa ""Vida Digna para a Juventude Brasileira"". Garantir condições socioeconômicas justas e oportunidade de desenvolvimento integral para os jovens, promovendo seu bem-estar e inclusão na sociedade.
Autoria: Levante Popular da Juventude",20
Secretaria Geral da Presidência da República,"Acompanhamento da Execução dos Programas Sociais. Criar meios para acompanhar a execução dos programas sociais do Governo Federal nos estados e municípios, incluindo a participação social.",20
Secretaria Geral da Presidência da República,"Conselho Distrital de Juventude. Estabelecer órgãos regionais consultivos e deliberativos, com participação representativa da juventude, para discutir, propor e acompanhar políticas públicas.
Autoria: Levante Popular da Juventude",20
Secretaria Geral da Presidência da República,"Programa Nacional para a Juventude Rural - Gestão Compartilhada (sucessão rural). Proposta de criação do Programa Nacional para a Juventude Rural – Gestão compartilhada, onde os jovens rurais de baixa renda receberão um fomento e os demais, acesso garantido a uma linha de crédito com juros baixos, para o desenvolvimento de uma atividade econômica, com acompanhamento das empresas públicas de ATER. Justificam esta proposta, dados dos Censos Agropecuários 2006 e 2017, que demonstram uma tendência de envelhecimento relativo da população rural brasileira.",20
Secretaria Geral da Presidência da República,"Juventude qualificada . Criar programas sócia para qualificão jovens e adolescentes para mercado de trabalho, nível técnico implantar essa mão de obra dentro dos Estado e município para atuar no desenvolvimento do município gerando qualidade de vida e renda para jovem engresaarem no mercado de trabalho qualificado em todo Brasil.",20
Povos Indígenas,"Desenvolvimento de projetos agroambientais que promovam a sustentabilidade territorial dos Povos Originários. É possível enriquecer as florestas e capoeiras, bem como, todo e qualquer ambiente edafoclimático, com espécies socioeconômicas, especialmente alimentares, adaptadas às regiões, permitindo, aos povos originários, obtenções de melhores condições de vida. Ademais, de forma menos impactante, sem dependência de grandes pacotes tecnológicos, criação de peixes de reprodução rápida e natural em ambientes de viveiros escavados ou em lagos, como o acará-açu (Astronotus ocellatus (agassiz, 1831).).",19
Secretaria Geral da Presidência da República,"Programa Nacional de Fortalecimento da Juventude Rural. Um projeto voltado às ações de inserção do jovem rural nas atividades produtivas e econômicas,  através do apoio ao empreendedorismo,  à  Assistência Técnica e Extensão Rural,  fomento,  financiamento e comercialização dos produtos oriundos das atividades agropecuárias e da prestação de serviços no meio rural. Esse projeto poderá ser iniciado com jovens egressos de Escolas Família Agrícola, Escolas Agrícolas, Universidades. Financiamento  dentro do Programa Nacional de 
C´rédito Fundiário.",20
Secretaria Geral da Presidência da República,"Casa da Participação Social. A Casa da Participação Social é um espaço físico, em Brasília, e virtual que incentivará a participação da sociedade civil nos processos decisórios do governo. Será o local central para as Conferências Nacionais e outras atividades do governo com a sociedade civil. A Casa proporcionará inclusão social, fortalecerá a democracia, aumentará a participação popular na tomada de decisões e melhorará a qualidade das políticas públicas participativas, institucionalizando-as e lhes dando visibilidade.",20
Secretaria Geral da Presidência da República,"Idéias legislativas Populares. Esta Proposta  tem como finalidade, propocionar oportunidades , para que o POVO, apresente Idéias Legislativas aos Deputadas  e Senadoresde  Esquerda. gid://decide/Decidim::Hashtag/44/ChicoBAHIA",20
Povos Indígenas,"Universidades Indígenas Decoloniais . Dotar os territórios indígenas do Brasil com as suas próprias Universidades Indígenas Decoloniais. Espaço de aprendizagem do conhecimento nao indígena e indígenas., seus saberes, sua cultura. Onde os métodos pedagógicos, o curriculum, as habilidades profissionais estarão alinhados com o desenvolvimento sustentável seu território.",19
Secretaria Geral da Presidência da República,"Criação do Fundo Nacional de Participação Social. A Criação do Fundo Nacional de Participação Social permitirá o financiamento dos Conselhos Nacionais e das Conferências Nacionais de forma a garantir o fortalecimento da política pública de participação social e a qualificação da participação da sociedade civil, por meio de entidades e movimentos sociais.",20
Secretaria Geral da Presidência da República,"Participação e Controle Social . A garantia da Democracia passa pela participação social. Tem início com o voto popular.  A efetivação da participação social deve ser garantida a luz da constituição. Os conselhos de políticas públicas precisam ser financiados pelo Poder público. Isso se faz necessário para que o governo estadual, municipal  e federal não controlem  um determinado conselho. Que a sociedade civil organizada não seja refém, tenha liberdade para desempenhar as funções de conselheiro.",20
Pesca e Aquicultura,"Proibição de pesca de tubarões e raias . Essas espécies são predadores topos de cadeia alimentar, equilibrando a cadeia marinha. A sobrepesca ameaça sua existência, afetando a saúde dos oceanos e o equilíbrio climático. A proibição visa evitar a exploração insustentável e conscientizar sobre os impactos negativos. Alternativas sustentáveis devem ser incentivadas. Proteger tubarões e raias é garantir a saúde dos oceanos e a preservação do planeta.",12
Pesca e Aquicultura,"Campanha: Cação é tubarão. A carne de cação é obtida de forma insustentável, sem pesca de espécies-alvo. Dessa forma, diversas espécies de tubarão são consumidas, até mesmo as que são protegidas por lei. Esses peixes ocupam posições elevadas na cadeia alimentar marinha, acumulando metais pesados e toxinas em seus tecidos, como o mercúrio. O consumo dessas espécies pode levar à ingestão dessas substâncias prejudiciais, que podem causar danos à saúde, especialmente em grupos vulneráveis, como gestantes e crianças.",12
Secretaria Geral da Presidência da República,"Novo Modelo e Atualização Para Lei de Iniciativa Popular. Proposta de modelo “semi vinculante” para projeto de lei de iniciativa popular, ampliando a democracia e a cidadania dos cidadãos. O atual modelo que é “não vinculante” restringe os cidadãos e concentra as decisões no Poder Legislativo e Executivo de projetos-lei. Falta automação tanto para facilitar a iniciativa da proposta popular, bem como para verificar de modo transparente as assinaturas para protocolar as propostas. A Lei 9.709/1998 precisa ser aprimorada e adaptada para os tempos atuais.",20
Pesca e Aquicultura,"Controle da pesca predatória. A pesca predatória, especialmente com redes de arrasto e palangres, é uma das principais ameaças às tartarugas  outros animais marinhos em todo o mundo. A captura incidental desses animais, além de causar danos a biodiversidade,  também afeta a pesca comercial, causando perdas econômicas para os pescadores. Controlar a pesca predatória beneficia tanto as tartarugas marinhas como  promoverá a sustentabilidade dos recursos pesqueiros.",12
Relações Exteriores,"Cooperação internacional para combater o tráfico ilegal de tartarugas marinhas. As tartarugas marinhas são criaturas migratórias e sua conservação requer esforços além das fronteiras nacionais. O trafico ilegal para a comercialização de ovos, carne e produtos derivados  ameaça a sobrevivência dessas espécies em todo o mundo.
A cooperação internacional é essencial para compartilhar informações, recursos e melhores práticas na implementação de medidas de conservação.",31
Secretaria Geral da Presidência da República,"Plano Nacional de Juventude e Meio Ambiente. O Plano Nacional de Juventude e Meio Ambiente foram criado e debatidos nos anos em que o PT governou, mas nunca foram implementados! As juventudes precisam de políticas públicas que os incentivem a ser agentes transformadores em seus territórios!",20
Secretaria Geral da Presidência da República,"Ampliação do parlamento jovem. Além dos jovens de 16 a 22 anos, deveria ter crianças e adolescentes de 10 a 15 anos. Funcionando no mesmo sistema de agora. Com o jovem aprendiz para 14 a 17 anos, no modelo presencial ou virtual, nas áreas executiva, legislativa e judiciária, á escolha dos jovens.",20
Secretaria Geral da Presidência da República,"Energia Solar em 100% do Nordeste. Proponho que o Estado brasileiro por meio do Ministério de Minas e Energia, faça um grande projeto para a produção de energia Solar em toda Região Nordeste.  Com isso vai melhorar as condições de vida do povo nordestino, em vários aspectos, como no econômico, educacional e social; vai  gerar mais produtividade porque vai ter energia barata para as bombas de água para irrigação, conforto em casa e nas escolas através do ar condicionado. O Brasil está desperdiçando essa grande fonte energética.",20
Povos Indígenas,"Criação de Unidades Básicas de Saúde Indígena-UBSI. A população indígena , embora com uma  POLÍTICA NACIONAL DE ATENÇÃO À SAÚDE DOS POVOS INDÍGENAS - Portaria do Ministério da Saúde nº 254, de 31 de janeiro de 2002 (DOU nº 26 - Seção 1, p. 46 a 49, de 6 de fevereiro de 2002) , vivencia todas as dificuldades na promoção, prevenção, diagnóstico e tratamento.
A criação de UNIDADES BÁSICAS DE SAUDE INDÍGENA- UBSI vem de encontro aos princípios do SUS, haja visto que significa a porta de entrada do cidadão ao atendimento primário em saúde .",19
Secretaria Geral da Presidência da República,"Nada de novas leis. Proponho que antes de fazerem novas leis, que se faça comprir as já existentes. Se continuar como está tudo o que conseguiremos daqui mais alguns anos, será simplesmente o aumento dessa grande bola de neve que está se formando a algum tempo. Se não mudar a tendência de nosso país será cada vez mais decrescente, sem ir para frente, gerando e criando sempre sem ordem, sem organização estaremos fadados ao nada, pois acabara que perdendo a credibilidade ainda mais.",20
Secretaria Geral da Presidência da República,Piso da enfermagem . Aumento do piso da enfermagem.,20
Secretaria Geral da Presidência da República,"Habitação para deficientes físicos . De preferência para pessoas que não tem mais condições físicas de trabalhar mais, para seu próprio sustento ou para pagar uma moradia, como eu sou um deficiente e não consigo mais fazer nada, tenho uma doença crônica e incurável peço muito atenção do governo nessa parte obrigado.",20
Secretaria Geral da Presidência da República,"Concurso e Eleição para Ministros do STF. PEC - Os ministros do STF são nomeados pelo Presidente da República. Seus julgamentos, ainda que imparciais, muitas vezes são questionados, porque parecem pender para determinado grupo político de apoio. Objetivando legitimar o cargo, seus membros deveriam  ter registro na OAB, serem submetidos a concurso público e passarem pelo crivo do sufrágio universal no Brasil, Estado Democrático de Direito.",20
Povos Indígenas,"Escolas indígenas (CE). Muitas escolas municipais e do governo do estado do Ceará não tem um apoio total do governo.

¹ falta de boas alimentações.
² estrutura.
³ baixo salário dos professores.

A proposta é que o governo faça sua parte como prometido. Dá uma boa alimentação para os alunos, aumentar 10% do salário dos professores indígenas e investir na educação com os impostos pagos pela a população indígena. Isso vale também para escolas que não fazem parte de nenhuma tribo indígena.",19
Secretaria Geral da Presidência da República,"Reforma Administrativa, Política e Judiciária. Reduzir o Congresso em 30% de deputados e senadores. Eliminar cartórios em todo o país, hoje com certificado digital não é necessário autenticar em cartórios. Aumentar o tempo de aposentadoria de servidores que ganham mais que a iniciativa privada, têm menos tempo de trabalho. Fazer nomeações de juízes federais e STJ por rodízio entre Presidente, Congresso, Lista tríplice dos TRFs e voto popular junto com a próxima eleição quando houver a vaga. Reduzir mordomias como veículos, moradia, vestuário",20
Secretaria Geral da Presidência da República,"EPC - Educação Política Cidadã  . Instituir Programa Nacional de Educação Política Cidadã, de  Forma Permanente para a compreensão do fator desigualdade, suas causas e impacto na sociedade. Que seja em diálogo permanente no local de trabalho, como forma de contribuir na construção de sujeitos de direitos autonomos. A Estratégia de intervenção é por meio de Agentes Públicos , tais como: Agentes Comunitários de Saúde, Agentes Comunitários de Endemias, por exemplo. Utilizar a estrutura já constituida de Universidades e IFETs.",20
Secretaria Geral da Presidência da República,"13° salário dos Soldados da borracha- especie do beneficio no INSS-  B-085. Os Soldados da Borracha, foram  convocados no Gov. Vargas para atuar no Front de Guerra  no período da 2° Guerra Mundial , através dos Decretos n° 5813/43 e  5225/43 . Esses  poucos idosos que ainda sobrevivem aguardam do Exmo  Presidente Lula  um apoio através de uma Medida Provisória para ter o mesmo direito dos demais aposentados do INSS  de receber o 13° sala´rio , e que a anos esperam do Congresso essa aprovação ,  e que hoje estaria em torno de 4 milhões de reais anual.Pedimos Justiça!",20
Secretaria Geral da Presidência da República,"Aposentadoria Perpétua(sem cancelamento). O cancelamento da aposentadoria de algumas categorias, causa um problema sério a saúde psicológica e física do cidadão, que passou por um longo processo até adquirir o benefício, que muitas vezes é cancelado sem que haja a recolocação no mercado de trabalho,  portanto, o nome APOSENTADORIA só poderia ser cancelada caso o aposentado solicite ou esteja provendo valores superiores de ganhos que justifique ser convidado a abrir mão da aposentadoria.",20
Povos Indígenas,Minha Maloca Querida . Um centro de reintegração a dependendo que fazem uso abusivo de substâncias psicoativas em comunidade indígena,19
Pesca e Aquicultura,Retirada da Cota da Tainha. Os pescadores artesanais do Estado de Santa Catarina clamam pela retirada da cota da tainha ou ao menos o aumento da cota haja vista que somente Santa Catarina tem cota para a pesca da tainha.,12
Pesca e Aquicultura,Direitos e deveres dos pescadores. Queria que os direitos e deveres dos pescadores fosem respeitados pelo inss que fica negando nossos direitos,12
Povos Indígenas,"Concessão de terras indígenas para monetização dos créditos de carbono. Desde q devidamente consultados, povos indígenas poderão se beneficiar de créditos de carbono gerados em terras indígenas, no caso de concessão desses créditos a grupos econômicos interessados em adquirir tais créditos, através da modalidade conhecida como REDD+",19
Secretaria Geral da Presidência da República,"Comissão Permanente para políticas positivas Carcerária . A criação de uma comissão Permanente para políticas públicas efetivas e positivas para o sistema prisional.
Muito importante essa comissão ser composta a nível federal com a participação de representantes de áreas técnicas somadas a participação da sociedade civil a exemplo de grupos e associações de visitantes do sistema prisional. Além desta comissão, ainda ser criada a nível estadual e municipal comitês de trabalho. Hoje a FCCRS que é uma associação aqui no RS já tem um formato semelhante.",20
Pesca e Aquicultura,"Prolongamento do Molhe Norte e dragagem do canal do Rio Mampituba que divide os municípios de  Passo de Torres/SC e Torres/RS. A Barra do Rio Mampituba, divisa do Rio Grande do Sul e Santa Catarina esta regularizada com dois molhes de fixação. A obra prevista em 2 etapas não foi concluída, ficando os moles menores que o previsto, acarretando assoreamento na barra e um banco de areia permanente dificultando a navegação e provocando acidentes com as embarcações. Solução: prolongamento do Molhe Norte, ficando o cabeço alinhado com o do Molhe Sul, beneficiando 40 embarcações pesqueiras e o turismo náutico nos dois Estados.",12
Secretaria Geral da Presidência da República,"Trabalho para pessoas acima 50 anos. Que bom seria se todas as pessoas aqui nesse país tivessem trabalhado! Emprego gera renda, renda possibilita comer, vestir, morar, pagar impostos, ser um cidadão e sentir-se com orgulho disso.Homens e mulheres acima de 50 anos são produtivos,no entanto,  não existe trabalho. Assim sendo, por anda a  ""tal"" dignidade? Deveria haver emprego e valorização para todas essas pessoas. É muito triste morrer em vida por não ter o mínimo que todos deveriam ter.
Por isso, vale dizer:
Todos tem seu valor !",20
Povos Indígenas,"Ampliação do CECI: Centro de Educação e Cultura Indigena. Os CECIs são o modelo do CEU, com a adequação sobre a questão indígena, necessária. Existem 3 CECIs na cidade de São Paulo, Trabalham indígenas em todos os cargos e devem ser construídos em localidades ondes as lideranças indígenas solicit ao governo.",19
Pesca e Aquicultura,"Criar Diretoria de atenção aos pescadores e aquicultores atingidos por grandes empreendimentos, e o Conselho Nacional de atingidos e atingidas.. Criar uma Diretoria, no MPA, para atuar junto às demandas dos pescadores e aquicultores familiares atingidos por grandes empreendimentos, com foco na defesa pela reparação total e imediata; na revitalização dos recursos hídricos; na reativação econômica da classe pesqueira; na segurança alimentar; nas questões de moradia; e em adequação de políticas públicas q adequem a situação dos documentos (ex: carteira de pesca), às situações enquanto impactados, e a situação previdência. gid://decide/Decidim::Hashtag/1/propostacoletiva",12
Secretaria Geral da Presidência da República,Revogação da EC- 95. Revogação imediata da EC- 95 que congela os investimentos públicos por 20 anos.,20
Secretaria Geral da Presidência da República,"Aprovar lei e garantias de direitos às pessoas com transtorno mental como depressão, esquizofrenia, transtorno afetivo bipolar como outras deficiência. Garantir que as pessoas com transtorno mental como depressão, esquizofrenia e transtorno afetivo bipolar (TAB), autismo e outros,  tenham os mesmos direitos e garantias, estabelecidas em lei, que as pessoas com outros transtornos como a deficiência física. A lei atual é falha e pouco expressiva. É preciso maior atenção, orçamento, garantias, oportunidades, estruturas de tratamento e aperfeiçoar para se enquadrar melhor à Lei Nº13.146/2015",20
Pesca e Aquicultura,"Inserção dos produtos da pesca artesanal no PAA. Inserção dos produtos/pescados da pesca artesanal no programa PAA, como garantia de renda, segurança alimentar e erradicação da fome e da pobreza nas comunidades tradicionais e no Brasil. É sabido que a maior parte dos alimentos saudáveis da pesca saem das Comunidades Pesqueiras que estão em unidades de conservação e fora delas. Somos geradores de alimentos ricos em nutrientes e livres de produtos químicos.",12
Relações Exteriores,"Taxação para produção e exportação de alimentos básicos maior do que o consumo interno . Taxar alimentos que são básicos e utilizados na culinária brasileira, mais que os consumidos no mercado fora do país, que não sejam priorizados no mercado interno",31
Secretaria Geral da Presidência da República,"Servidores municipais . Repasse direto para conta dos servidores municipais , com salários atrasados. Prefeituras vem se utilizando  de verbas destinadas a pagamento da folha de seus servidores, para uso político e eleitoral .deixando servidores sem o seu sustento. As verbas federais, quando  ocorrer estes adventos  devem ser usadas para pagamento  dos servidores . Os repasses para contas da prefeituras devem cessar e ir direto para as contas dos servidores",20
Secretaria Geral da Presidência da República,"Assistência Social, Saúde e Previdência com participação e controle popular.. Criar a CONTROLADORIA GERAL DA SEGURIDADE SOCIAL (SUS, SUAS, PREVIDÊNCIA), órgão civil, autônomo, independente do governo, de atuação no Território Nacional, garantidor da infra estrutura (física, material, humana, técnica e tecnológica) para a plena atuação dos Conselhos Sociais no cumprimento do seu papel proponente e fiscalizador definidos pela CF. Cabendo este ser administrado por um Coletivo indicado pelos próprios Conselhos afins oriundos do Seguimento Usuários. A CGSUS.",20
Povos Indígenas,"Dignidade aos Indios / povos originários . Capacitação Indígena / povos originários em Agrofloresta (de acordo com Ernst Götsch)

Motivos:

1) subsistência e variedade alimentar durante todo o ano
2) fixação dos índios em sua aldeia 
3) dignidade 
4) produtos saudáveis que poderão ser consumidos e comercializados, caso queiram 
5) preservação e regeneração do solo",19
Secretaria Geral da Presidência da República,"Fundo Nacional de Juventudes. Criação de um fundo nacional de juventudes com vista a subsidiar , de forma complementar, a execução das políticas públicas de juventude em âmbito nacional, fortalecendo prioritariamente as ações dos conselhos de juventude e sua autonomia, além de facilitar a articulação das PPJ's em regime de colaboração, como prevê o SINAJUVE.",20
Secretaria Geral da Presidência da República,"Tornar obrigatório o seguro automotivo . Em países desenvolvidos o seguro para automóveis é obrigatório, embasado na responsabilidade civil. Sabe-se que no Brasil apenas 30% dos veículos licenciados têm seguro, devido ao alto custo, valor de franquia, abrangência e etc.
Se 100% da frota brasileira fosse segurada por obrigatoriedade, muitos carros que põem em risco a vida e segurança dos passageiros e motoristas sairiam de circulação, e o valor das apólices e contratos seria muito inferior pela simples oferta e demanda.",20
Secretaria Geral da Presidência da República,"Participação Popular e Controle Social. Fortalecer a participação popular e o controle social da governança, garantindo e fortalecendo instrumentos de transferência, controle e participação social de maneira efetiva e democrática nas tomadas de decisão com ênfase na criação de formas de participação e controle social no setor de mineração, incluindo os processos de pesquisa, extração, distribuição dos lucros e royalties.

(Projeto Juntos Para Servir: Deputado Federal Padre João e Deputado Estadual Leleco Pimentel - PT/MG).",20
Povos Indígenas,"Aprovação urgente das terras indígenas . Celeridade na demarcação das terras indígenas, para evitar a cobiça de invasores,  Grileiros e Fazendeiros.",19
Povos Indígenas,"Reestruturação da Fundação Nacional dos Povos Indígena. A FUNAI é o único órgão indigenista da estrutura do governo federal e nos últimos anos passou por um processo de desmonte institucional generalizado, de modo que o órgão deixou de atender às demandas que lhe são legalmente atribuídas, ante o esvaziamento das atribuições, número de servidores e entraves burocráticos que inviabilizam o exercício das atividades finalísticas do órgão.

Nesse sentido, é fundamental que a reestruturação da FUNAI esteja inserida no PPA - Participativo.",19
Pesca e Aquicultura,"Fomento para produção de algas kappaphycus para a produção de fertilizantes nas comunidades costeiras do nordeste. Linhas de crédito para a pesca artesanal: implantação de placas solares para a geração de energia para as entidades representativas que possuam fábricas de gelo, câmaras frias e mercado de peixe",12
Pesca e Aquicultura,Financiamento para embarcações de pesca artesanal. Investir em programas de capacitação em beneficiamento e comercialização de forma a garantir melhores condições de escoamento da produção e agregação de valor da pesca artesanal,12
Pesca e Aquicultura,Fortalecer a cadeia produtiva da pesca atersanal. Fortalecer o desenvolvimento da cadeia produtiva da pesca artesanal considerando a sua diversidade,12
Secretaria Geral da Presidência da República,Formação e capacitação. Que toda linha de crédito e financiamento seja antecedida de curso explicando a importância da adesão aos Objetivos de Desenvolvimento Sustentável que compõem a Agenda  2030 sugeridas/estabelecidas pela ONU.,20
Secretaria Geral da Presidência da República,"Transversalização dos Objetivos de Desenvolvimento Sustentável (ODS) para a construção do PPA Participativo do Brasil. Utilização da Agenda 2030, que estabelece os ODS, como guia e ferramenta para alinhamento de programas e políticas do PPA no Brasil. Com objetivo de inserir debates transversais e interseccionais e servir como mecanismo para articulação interministerial - com a formação de redes de boas práticas, lições aprendidas e facilitação dos meios de implementação. Utilizar os 17 ODS para alinhar elementos do PPA, permitindo integração temática e o caráter indivisível das dimensões de sustentabilidade.",20
Secretaria Geral da Presidência da República,"Participa Mais Juventudes. Objetivamos a ampliação e garantia da inclusão das juventudes em instituições participativas oficiais - sendo conselhos políticos, comitês, congressos, conferências e afins - de diferentes politicas e temáticas. Exemplo: Garantir pelo menos uma participação jovem no Conselho de Saúde.",20
Pesca e Aquicultura,"Desenvolvimento socioambiental da pesca artesanal. A pesca artesanal é atividade produtiva com alta importância social, utilizando sustentavelmente os recursos pesqueiros em ambientes naturais ou degradados por sociedades urbanas e industriais. O perfil dela é polivalente, mistura culturas, raças, credos, generos na geração de alimento de alto valor nutricional, porém têm fragilidade socioambiental. Devem ter políticas com ações próprias, distintas da aquicultura e pesca industrial. Ser artesanal é cultura, alimento e renda, deve ser preservada.",12
Relações Exteriores,"Criação do Conselho Nacional de Política Externa - CONPEB. No mundo globalizado, as decisões de política externa impactam diretamente a vida da população a nível nacional. Por isso, devem estar subordinadas a critérios de participação e controle social. A política externa deve contribuir para proteger e promover direitos, reparar injustiças e desigualdades. A Rede Brasileira Pela Integração dos Povos recomenda a criação do CONPEB para maior transparência, diálogo, democratização e diversidade de atores nos processos decisórios da política externa.",31
Pesca e Aquicultura,"Curso profissionalizante para o pescador artesanal. Um dos grandes gargalos encontrado no segmento da pesca, é a falta de incentivo aos filhos dos pescadores de se manter no mesmo segmento que os pais. 
A falta de um curso profissionalizante no mercado, faz com que os próprios pescadores incentivem seus filhos a irem para capital, em busca de melhores oportunidades.
Este curso teria a finalidade de profissionalização, com intuito de ensiná-los  a otimizar tempo na atividade, comercializar, armazenar e gerir o negócio da família.",12
Secretaria Geral da Presidência da República,"Políticas públicas para juventude . O Brasil precisa de uma política pública que garanta o direito do jovem do nosso país,ter seu primeiro emprego assim que completar 18 anos, ou assim que completar idade mínima de 16, já que parte dos jovens brasileiros, ajudam as famílias a sustentar a casa",20
Pesca e Aquicultura,"REESTRUTURAÇÃO da Pesca Artesanal, Industrial e Repovoamento dos Mares com Peixes e todo seu Habitat Natural . Substituir todos os barcos de madeira por catamarâs em aço com 30 metros x 20 sendo cada casco com máximo de 3 metros e calado máx. de 2,0 m para facilitar entradas em barras com maré alta. Cada embarcação terá cozinha e containers pra congelamento do pescado tratado e uma tripulação suficiente para revezamento em 12 horas. Toda pesca será permitida a partir de 30m de profundidade até a conclusão do repovoamento com peixes por UNIVERSIDADES e INST. FEDERAIS.  A PESCA INDUSTRIAL SERÁ MODERNIZADA.",12
Secretaria Geral da Presidência da República,"Diminuir o número de deputados federais por estado . Uma nova lei que reduza o número de deputados federais.  Assim, teríamos um gasto muitíssimo reduzido pelo menor número de deputados e funcionários ( grande porcentagem fantasmas) . Justifica um número tão grande de deputados?",20
Secretaria Geral da Presidência da República,Reduzir cotas raciais igualando-as ao mesmo percentual dos deficientes . Reduzir cotas raciais 20%  igualando-as ao mesmo percentual de cotas dos deficientes 5%  nos concursos públicos.,20
Secretaria Geral da Presidência da República,Piso salarial da enfermagem . Piso não foi atrelado a 44h não existe carga horária. STF tem que implementar a lei.,20
Relações Exteriores,"Estruturação dos escritórios, diretorias e coordenações de assuntos internacionais das IFES federais. Destinar verbas específicas para estruturação dos escritórios de assuntos internacionais das IFES federais, criando projetos de implantação com recursos de pessoal, capital e custeio para garantir as condições necessárias de funcionamento. Verbas destinadas aos programas de mobilidade, como PEC-G, PEC-PG e reimplantar o Ciências sem Fronteiras, aprimorando-o. Implantar estruturas para ensino do português como língua de acolhimento e língua estrangeira, com postos de aplicação do Celpe-bras.",31
Povos Indígenas,"Territórios indígenas . No PPA precisa garantir que as demarcações dos territórios indígenas tenha continuidade protegendo as naturezas e seres vivos que nelas necessitam, guardiando os habitantes das florestas para perpetualidade das diversidades ecossistemas, são necessários que se crie o mecanismo de defesa do nosso solo sagrada que geram vidas no nosso planeta...",19
Pesca e Aquicultura,"Censo socioeconômico de Pescadores Artesanais do Litoral Brasileiro. Obter informações precisas e atualizadas sobre a situação dos milhares de Pescadores Artesanais do litoral Brasileiro, tem como objetivo, construir políticas públicas em especial na área da assistência social, voltada as principais demandas dessas ""personas"", o que tornará em consonância com a captura do pescado, um processo mais sustentável, na perspectiva da produção  e do atendimento socioeconômico, possibilitando ainda ter cada vez mais clareza do perfil nos tempos atuais do público alvo.",12
Secretaria Geral da Presidência da República,"Governança Permanente . É positivo esta iniciativa, porém avaliar por votação as propostas sem distinção de serem relativas a macro ou micro políticas e sem processo de análise qualitativa é nos fazer de bestas. Claro, que há propostas de micro políticas que podem se tornarem abrangentes e de macro inexequíveis. O critério de mais votadas... Aproveito para sugerir que isto se aperfeiçoe e prossiga durante a gestão de meu grande amigo Lula. (Se gostaram: Fiz duas outras propostas)",20
Secretaria Geral da Presidência da República,"Garantir a participação e permanência de movimentos sociais nas discussões, elaborações, execuções, monitoramento das Políticas Públicas de Juventudes. Garantir e fomentar a participação e permanência da sociedade civil e movimentos sociais junto aos Conselhos de Juventudes, Fóruns de Juventudes, municipais ou estaduais, e demais instâncias de diálogo e participação direta, com foco na garantia da liberdade de expressão, a produção pública da verdade, preservação da memória histórica das PPJ e dos atores sociais que colaboraram com sua constituição e execução - sejam feitas por entes públicos ou via público/privada.",20
Secretaria Geral da Presidência da República,"Monitorar e fiscalizar junto à sociedade civil e m. sociais a execução das Políticas Públicas de Juventudes (PPJ), programas ou projetos de governo. Monitorar e fiscalizar junto à sociedade civil e movimentos sociais a execução das Políticas Públicas de Juventudes (PPJ), programas ou projetos de governo direcionados à esse público em âmbitos estaduais - sejam estes executadas pela gestão pública ou por meio de parcerias público/privadas, garantindo assim a proteção dos direitos, da memória e da saúde da sociedade civil, dos movimentos sociais e dos trabalhadores que atuam para sua execução.",20
